"","n.gram","counts"
"14756","shiva",2
"14757","shiver",4
"14758","shivering",2
"14759","shmuel",2
"14760","sho",128
"14761","shoage",3
"14762","shoages",2
"14763","shoals",3
"14764","shocake",2
"14765","shocakes",2
"14766","shock",15
"14767","shocked",14
"14768","shocking",7
"14769","shocomings",2
"14770","shoe",16
"14771","shoen",2
"14772","shoening",2
"14773","shoer",8
"14774","shoes",35
"14775","sholy",21
"14776","shone",2
"14777","shook",8
"14778","shoot",30
"14779","shooter",6
"14780","shooting",31
"14781","shootings",2
"14782","shoots",3
"14783","shop",64
"14784","shoplifting",3
"14785","shopped",4
"14786","shoppers",5
"14787","shopping",43
"14788","shops",13
"14789","shore",7
"14790","shos",10
"14791","shostop",2
"14792","shot",83
"14793","shots",32
"14794","shoulder",24
"14795","shoulders",14
"14796","shouldn",13
"14797","shout",19
"14798","shouted",3
"14799","shove",4
"14800","shoved",5
"14801","shoving",2
"14802","show",260
"14803","showalter",2
"14804","showcase",11
"14805","showcases",4
"14806","showdown",2
"14807","showed",44
"14808","shower",24
"14809","showers",9
"14810","showing",32
"14811","shown",41
"14812","shows",65
"14813","shredded",9
"14814","shrew",3
"14815","shrimp",13
"14816","shrines",3
"14817","shrink",3
"14818","shrinking",2
"14819","shrouded",4
"14820","shrug",2
"14821","shrugged",5
"14822","shrugs",3
"14823","shrunk",2
"14824","shurmur",2
"14825","shut",19
"14826","shutdown",2
"14827","shuts",2
"14828","shutters",2
"14829","shutting",5
"14830","shuttle",5
"14831","shy",11
"14832","si",2
"14833","sibling",3
"14834","siblings",5
"14835","sic",2
"14836","sicilian",3
"14837","sick",35
"14838","sickening",2
"14839","sickness",2
"14840","side",188
"14841","sidebar",9
"14842","sided",6
"14843","sidekick",2
"14844","sideline",4
"14845","sidelined",3
"14846","sidelines",3
"14847","sides",38
"14848","sidewalk",6
"14849","sidewalks",2
"14850","sideways",5
"14851","sidney",2
"14852","siege",2
"14853","siem",2
"14854","sierra",3
"14855","sieve",5
"14856","sift",2
"14857","sigh",10
"14858","sighed",3
"14859","sight",28
"14860","sighted",2
"14861","sighting",2
"14862","sightings",4
"14863","sigle",3
"14864","sign",52
"14865","signal",7
"14866","signals",4
"14867","signature",9
"14868","signatures",3
"14869","signed",35
"14870","significance",8
"14871","significant",27
"14872","significantly",6
"14873","signing",12
"14874","signings",4
"14875","signs",31
"14876","silence",19
"14877","silenced",3
"14878","silent",17
"14879","silently",4
"14880","silhouette",2
"14881","silhouettes",3
"14882","silicon",4
"14883","silicone",2
"14884","silk",3
"14885","silken",2
"14886","silky",3
"14887","silly",19
"14888","silva",3
"14889","silver",27
"14890","silvestri",2
"14891","similar",67
"14892","similarly",9
"14893","simile",2
"14894","simmer",5
"14895","simmering",6
"14896","simmons",3
"14897","simon",13
"14898","simple",90
"14899","simpler",7
"14900","simplest",4
"14901","simplicity",5
"14902","simplify",3
"14903","simply",115
"14904","simpson",5
"14905","sims",2
"14906","simulated",2
"14907","simulator",2
"14908","simulators",2
"14909","simultaneously",6
"14910","sin",12
"14911","sinatra",3
"14912","since",410
"14913","sincere",5
"14914","sinclair",3
"14915","sing",23
"14916","singapore",6
"14917","singaporeans",4
"14918","singer",22
"14919","singers",6
"14920","singh",4
"14921","singing",30
"14922","single",80
"14923","singled",3
"14924","singles",9
"14925","singular",2
"14926","sinister",4
"14927","sinjin",2
"14928","sink",9
"14929","sinker",2
"14930","sinking",4
"14931","sinners",2
"14932","sins",2
"14933","sinus",2
"14934","sinuses",2
"14935","sioux",4
"14936","sipping",2
"14937","sir",18
"14938","siren",3
"14939","sirens",2
"14940","siri",2
"14941","sissy",5
"14942","sister",76
"14943","sisterhood",3
"14944","sisters",19
"14945","sit",64
"14946","sitar",2
"14947","site",97
"14948","sites",33
"14949","sits",6
"14950","sitting",71
"14951","situated",5
"14952","situation",58
"14953","situations",14
"14954","six",103
"14955","sixers",2
"14956","sixteen",5
"14957","sixteenth",2
"14958","sixth",18
"14959","sixties",5
"14960","sixty",3
"14961","sizable",3
"14962","size",76
"14963","sized",8
"14964","sizes",12
"14965","sizzling",3
"14966","skate",6
"14967","skateboarding",3
"14968","skated",4
"14969","skates",2
"14970","skating",2
"14971","skenazy",2
"14972","skeptical",4
"14973","skepticism",4
"14974","skeptics",3
"14975","sketch",18
"14976","sketches",7
"14977","sketching",3
"14978","sketchy",3
"14979","skewer",3
"14980","ski",9
"14981","skies",7
"14982","skill",16
"14983","skilled",5
"14984","skillet",10
"14985","skillful",2
"14986","skills",37
"14987","skim",2
"14988","skin",38
"14989","skinny",10
"14990","skins",5
"14991","skip",11
"14992","skipped",4
"14993","skipper",2
"14994","skipping",3
"14995","skis",9
"14996","skit",2
"14997","skull",6
"14998","sky",26
"14999","skye",2
"15000","skyline",2
"15001","skyped",2
"15002","skyrocketed",2
"15003","skyscrapers",3
"15004","sl",2
"15005","slacker",2
"15006","slacks",2
"15007","slam",2
"15008","slammed",2
"15009","slamming",2
"15010","slams",2
"15011","slap",6
"15012","slapped",3
"15013","slapstick",2
"15014","slate",2
"15015","slated",3
"15016","slather",2
"15017","slaughter",2
"15018","slave",6
"15019","slaves",3
"15020","slavia",2
"15021","slaw",2
"15022","slayer",2
"15023","sleek",5
"15024","sleep",60
"15025","sleeper",3
"15026","sleeping",17
"15027","sleepless",3
"15028","sleeps",4
"15029","sleepy",5
"15030","sleeve",2
"15031","sleeves",5
"15032","slender",2
"15033","slept",10
"15034","sleuth",2
"15035","slew",2
"15036","slice",14
"15037","sliced",7
"15038","slices",15
"15039","slicing",2
"15040","slick",3
"15041","slid",4
"15042","slide",7
"15043","slider",2
"15044","sliders",2
"15045","slides",3
"15046","slight",11
"15047","slightest",4
"15048","slightly",46
"15049","slim",4
"15050","slime",2
"15051","sling",3
"15052","slip",12
"15053","slipped",11
"15054","slippers",2
"15055","slippery",2
"15056","slipping",5
"15057","slips",3
"15058","slit",3
"15059","slocum",2
"15060","slog",2
"15061","slogan",6
"15062","slope",2
"15063","sloppy",3
"15064","slot",13
"15065","slots",5
"15066","slotting",5
"15067","slow",36
"15068","slowdown",2
"15069","slowed",3
"15070","slower",6
"15071","slowing",2
"15072","slowly",36
"15073","slows",3
"15074","slug",2
"15075","sluggish",4
"15076","sluh",2
"15077","slumber",3
"15078","slump",3
"15079","slung",2
"15080","slurred",2
"15081","slush",3
"15082","sm",3
"15083","sma",33
"15084","smack",5
"15085","small",189
"15086","smaller",34
"15087","smallest",5
"15088","smallish",2
"15089","smaphone",3
"15090","smaphones",2
"15091","smas",2
"15092","smash",2
"15093","smashbox",2
"15094","smashed",6
"15095","smashing",5
"15096","smear",2
"15097","smearing",2
"15098","smears",2
"15099","smell",28
"15100","smelled",7
"15101","smelling",4
"15102","smells",10
"15103","smelt",3
"15104","smh",2
"15105","smidge",2
"15106","smile",39
"15107","smiled",8
"15108","smiles",7
"15109","smiley",2
"15110","smiling",9
"15111","smirk",2
"15112","smith",41
"15113","smithsonian",2
"15114","smitten",2
"15115","smoke",24
"15116","smoked",7
"15117","smokers",2
"15118","smokey",2
"15119","smoking",17
"15120","smooth",25
"15121","smoothie",2
"15122","smoothly",7
"15123","smoothness",2
"15124","smother",2
"15125","smu",4
"15126","smug",4
"15127","snack",14
"15128","snacks",8
"15129","snag",2
"15130","snail",2
"15131","snake",4
"15132","snakes",4
"15133","snaking",2
"15134","snap",10
"15135","snapped",4
"15136","snaps",4
"15137","snapshots",2
"15138","snarking",3
"15139","snarky",2
"15140","snatched",2
"15141","snead",2
"15142","sneak",6
"15143","sneaked",2
"15144","sneakers",3
"15145","sneaking",6
"15146","sneaky",3
"15147","sniff",4
"15148","sniffed",2
"15149","sniper",2
"15150","sno",3
"15151","snorkeling",4
"15152","snow",33
"15153","snowfall",3
"15154","snowman",2
"15155","snowstorm",2
"15156","snowy",6
"15157","snuck",4
"15158","snuffed",2
"15159","snuggle",4
"15160","snyder",3
"15161","so",80
"15162","soak",6
"15163","soaked",6
"15164","soap",4
"15165","soar",4
"15166","sob",2
"15167","sobbing",2
"15168","sobe",2
"15169","sober",3
"15170","sobering",2
"15171","soccer",17
"15172","soci",2
"15173","social",116
"15174","socialist",9
"15175","socially",5
"15176","societies",2
"15177","society",62
"15178","sociology",2
"15179","sock",3
"15180","socks",5
"15181","soda",11
"15182","sodium",3
"15183","sofa",2
"15184","sofia",3
"15185","soft",41
"15186","softball",3
"15187","soften",4
"15188","softened",5
"15189","softer",3
"15190","softies",2
"15191","softly",2
"15192","softness",2
"15193","software",23
"15194","soggy",2
"15195","soho",4
"15196","soi",2
"15197","soil",14
"15198","soiled",2
"15199","soing",2
"15200","sokurov",4
"15201","solar",11
"15202","solarworld",2
"15203","sold",44
"15204","solder",3
"15205","soldier",11
"15206","soldiers",12
"15207","sole",9
"15208","solely",11
"15209","solemn",2
"15210","solicitation",2
"15211","solid",26
"15212","solitude",4
"15213","solley",4
"15214","solo",12
"15215","solomon",3
"15216","solopreneur",3
"15217","solstice",5
"15218","solution",26
"15219","solutions",15
"15220","solve",12
"15221","solved",7
"15222","solvents",2
"15223","solving",5
"15224","somali",2
"15225","somebody",15
"15226","someday",8
"15227","somehow",49
"15228","someone",202
"15229","someplace",3
"15230","something",430
"15231","sometime",18
"15232","sometimes",113
"15233","somewhat",24
"15234","somewhere",46
"15235","son",88
"15236","song",99
"15237","songbird",2
"15238","songs",47
"15239","songwriter",6
"15240","songwriters",2
"15241","songwriting",2
"15242","sonic",4
"15243","sons",10
"15244","sony",4
"15245","soo",4
"15246","soon",127
"15247","sooner",6
"15248","sooo",3
"15249","soooo",3
"15250","soothe",2
"15251","soothing",2
"15252","sophia",2
"15253","sophisticated",10
"15254","sophomore",12
"15255","sophomores",2
"15256","sorcerer",2
"15257","sore",7
"15258","sorrow",3
"15259","sorry",63
"15260","sos",23
"15261","sotheby",2
"15262","soto",2
"15263","sought",13
"15264","soul",34
"15265","soulful",2
"15266","souls",9
"15267","sound",73
"15268","sounded",13
"15269","sounding",11
"15270","sounds",50
"15271","soundtrack",3
"15272","soup",26
"15273","soups",4
"15274","soupy",2
"15275","sour",8
"15276","source",43
"15277","sources",15
"15278","sourcing",2
"15279","sousa",2
"15280","south",146
"15281","southampton",2
"15282","southeast",2
"15283","southeastern",3
"15284","southern",39
"15285","southpo",2
"15286","southwark",2
"15287","southwest",3
"15288","sovereignty",6
"15289","soviet",7
"15290","sowell",3
"15291","sown",2
"15292","sox",13
"15293","soy",4
"15294","soya",3
"15295","sp",2
"15296","spa",9
"15297","spaans",2
"15298","space",92
"15299","spaces",9
"15300","spacing",2
"15301","spaghetti",4
"15302","spaghettini",2
"15303","spain",6
"15304","spake",2
"15305","spam",2
"15306","span",5
"15307","spanish",19
"15308","spanning",2
"15309","spans",3
"15310","spare",9
"15311","spared",3
"15312","sparge",2
"15313","sparing",2
"15314","spark",3
"15315","sparked",4
"15316","sparkle",6
"15317","sparkling",3
"15318","sparkly",4
"15319","sparks",4
"15320","sparse",2
"15321","spatula",3
"15322","spawned",2
"15323","spc",2
"15324","speak",60
"15325","speakeasy",2
"15326","speaker",16
"15327","speakers",9
"15328","speaking",44
"15329","speaks",8
"15330","spears",2
"15331","special",105
"15332","specialist",12
"15333","specialize",3
"15334","specialized",4
"15335","specializes",2
"15336","specializing",5
"15337","specially",6
"15338","specials",6
"15339","specialties",2
"15340","specialty",5
"15341","species",19
"15342","specific",48
"15343","specifically",20
"15344","specified",3
"15345","specify",4
"15346","specimens",3
"15347","specs",3
"15348","spectacle",2
"15349","spectacular",10
"15350","specter",2
"15351","spectrum",14
"15352","speculate",6
"15353","speculated",3
"15354","speculating",2
"15355","speculation",6
"15356","speculative",3
"15357","speech",23
"15358","speeches",4
"15359","speechless",2
"15360","speed",46
"15361","speedily",2
"15362","speeding",6
"15363","speeds",2
"15364","speedway",4
"15365","speedy",3
"15366","spell",10
"15367","spellbinders",5
"15368","spelled",3
"15369","spelling",5
"15370","spells",3
"15371","spencer",2
"15372","spend",81
"15373","spending",56
"15374","spends",6
"15375","spent",85
"15376","sperry",2
"15377","spice",5
"15378","spiced",2
"15379","spices",10
"15380","spicy",10
"15381","spider",5
"15382","spiders",3
"15383","spielberg",2
"15384","spike",10
"15385","spikes",2
"15386","spill",5
"15387","spilling",2
"15388","spills",2
"15389","spin",12
"15390","spinach",13
"15391","spinal",6
"15392","spine",14
"15393","spinner",2
"15394","spinning",12
"15395","spiral",8
"15396","spirit",54
"15397","spirited",4
"15398","spirits",8
"15399","spiritual",33
"15400","spit",3
"15401","spite",4
"15402","spl",2
"15403","splash",2
"15404","splashes",2
"15405","splattered",2
"15406","splendid",2
"15407","splendour",2
"15408","split",26
"15409","spo",21
"15410","spock",2
"15411","spoed",2
"15412","spoil",2
"15413","spoiled",3
"15414","spoiler",4
"15415","spoilers",2
"15416","spoiling",2
"15417","spoing",5
"15418","spoke",32
"15419","spoken",19
"15420","spokesman",24
"15421","spokesperson",3
"15422","spokeswoman",16
"15423","sponge",3
"15424","sponsor",8
"15425","sponsored",13
"15426","sponsors",6
"15427","sponsorship",4
"15428","spontaneous",2
"15429","spontaneously",5
"15430","spoof",2
"15431","spooky",2
"15432","spoon",10
"15433","spoons",2
"15434","spos",57
"15435","spot",50
"15436","spotless",2
"15437","spotlight",6
"15438","spots",17
"15439","spotted",7
"15440","spotting",2
"15441","spouse",7
"15442","spouses",2
"15443","sprain",2
"15444","sprawl",2
"15445","sprawling",4
"15446","spray",23
"15447","sprayed",4
"15448","sprays",2
"15449","spread",39
"15450","spreading",6
"15451","spree",2
"15452","spring",89
"15453","springfield",4
"15454","springs",9
"15455","springsteen",7
"15456","sprinkle",7
"15457","sprinkled",5
"15458","sprint",3
"15459","sprints",2
"15460","spritz",3
